request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,VClass,co2TailpipeGpm,city08,fuelCost08,fuelType,pickup_day,co2_total_g,time_gap_sec,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_hour,hour_sin,hour_cos,hier_cluster
10/23/2023 07:19:26 PM,10/23/2023 07:21:57 PM,2023-10-23 19:22:15,2023-10-23 19:35:01,243,116,3.71,766.0,15.79,0.0,0.0,0.0,6.04,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Monday,1667.5611699530791,5.0,251552.22868853091,1002830.5879831794,240584.4096847475,998496.7141201992,19,-0.9659258262890684,0.2588190451025203,25
05/17/2023 09:05:27 PM,05/17/2023 09:11:54 PM,2023-05-17 21:12:01,2023-05-17 21:27:47,76,10,6.52,946.0,14.23,0.0,0.0,0.0,8.85,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,2597.747154282659,18.0,180096.55428265326,1018425.395770319,186706.4964691572,1042223.6050722592,21,-0.7071067811865477,0.7071067811865474,2
10/05/2023 07:10:47 AM,10/05/2023 07:11:49 AM,2023-10-05 07:13:44,2023-10-05 07:29:28,10,197,2.24,944.0,12.49,0.0,0.0,0.0,10.35,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1145.2896783027036,1.0,186706.4964691572,1042223.6050722592,192362.21698943275,1031135.2530615152,7,0.9659258262890683,-0.25881904510252063,15
02/26/2023 03:18:25 AM,,2023-02-26 03:32:56,2023-02-26 03:48:45,256,193,3.832,949.0,12.38,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,1959.2634139535533,5.0,198271.799699528,995365.8780821688,216284.7338804592,1000318.472670505,3,0.7071067811865475,0.7071067811865476,22
08/15/2023 06:40:54 PM,08/15/2023 06:46:29 PM,2023-08-15 18:47:14,2023-08-15 19:00:33,140,239,1.95,799.0,14.34,0.0,0.0,0.0,5.05,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,997.0155681652998,34.0,218166.4343533099,996787.6630546568,224895.87216479488,990167.498291722,18,-1.0,-1.8369701987210297e-16,25
04/23/2023 12:10:24 AM,04/23/2023 12:19:12 AM,2023-04-23 00:21:12,2023-04-23 00:32:41,148,137,0.95,689.0,29.44,0.0,0.0,0.0,8.49,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,485.7255332087358,3.0,201205.26489160705,986773.5460915552,209039.3538898732,990763.615736023,0,0.0,1.0,4
11/05/2023 05:49:02 PM,11/05/2023 05:55:32 PM,2023-11-05 17:56:19,2023-11-05 18:09:05,244,42,2.16,766.0,12.32,0.0,0.0,1.28,6.8,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,860.6033517255436,32.0,245939.88065875435,1000464.3110476532,237395.8715478042,1000643.632259087,17,-0.9659258262890683,-0.25881904510252063,25
05/25/2023 06:38:31 PM,05/25/2023 06:44:00 PM,2023-05-25 18:44:22,2023-05-25 18:54:17,233,164,1.03,595.0,8.65,0.0,0.0,0.0,3.56,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,526.628736005261,55.0,212491.9358422481,992439.5608777382,212002.8930356689,988362.833435725,18,-1.0,-1.8369701987210297e-16,12
06/11/2023 05:26:07 AM,06/11/2023 05:36:33 AM,2023-06-11 05:37:46,2023-06-11 05:54:06,71,97,4.26,980.0,13.53,0.0,0.0,0.0,7.85,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Sunday,1914.7737423180904,4.0,174013.8443005886,1001465.1562155226,190949.61806373845,991215.6982442432,5,0.9659258262890683,0.25881904510252074,20
10/17/2023 12:28:59 AM,10/17/2023 12:33:58 AM,2023-10-17 00:34:13,2023-10-17 00:45:24,137,75,4.18,671.0,12.57,0.0,0.0,0.0,6.25,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,1665.4268565799869,72.0,209039.3538898732,990763.615736023,227103.7596245498,999272.1113831652,0,0.0,1.0,4
07/19/2023 08:14:40 PM,07/19/2023 08:20:23 PM,2023-07-19 20:20:45,2023-07-19 20:31:50,17,189,2.07,665.0,9.54,0.0,0.0,0.0,4.47,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,824.7448787369791,30.0,191215.0683591191,998142.206078638,186158.9037662549,993240.6149544868,20,-0.8660254037844386,0.5000000000000001,10
01/26/2023 04:40:29 PM,,2023-01-26 16:49:15,2023-01-26 16:59:44,177,17,2.044,629.0,10.08,0.0,0.0,1.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,814.3857643180606,7.0,185807.8687629447,1008206.4863896964,191215.0683591191,998142.206078638,16,-0.8660254037844384,-0.5000000000000004,10
06/25/2023 12:14:27 AM,06/25/2023 12:19:24 AM,2023-06-25 00:19:46,2023-06-25 00:36:03,164,229,2.5,977.0,9.18,0.0,0.0,0.0,7.4,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,1278.22508739141,5.0,212002.8930356689,988362.833435725,214975.36687718585,993906.1723071608,0,0.0,1.0,4
03/20/2023 11:55:01 AM,,2023-03-20 11:58:07,2023-03-20 12:12:30,243,42,3.333,863.0,10.39,0.0,0.0,3.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,1327.958783009832,22.0,251552.22868853091,1002830.5879831794,237395.8715478042,1000643.632259087,11,0.258819045102521,-0.9659258262890682,29
01/05/2023 02:24:55 AM,,2023-01-05 02:40:41,2023-01-05 02:53:34,17,61,2.472,773.0,7.57,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1263.908966412626,28.0,191215.0683591191,998142.206078638,185009.7476950033,1001091.0141538236,2,0.49999999999999994,0.8660254037844387,22
06/02/2023 10:13:50 PM,06/02/2023 10:18:36 PM,2023-06-02 22:20:36,2023-06-02 22:33:00,137,74,6.34,744.0,16.95,0.0,0.0,0.0,7.83,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,2526.0302083055303,1.0,209039.3538898732,990763.615736023,231170.7231356335,1001596.4822018786,22,-0.5000000000000004,0.8660254037844384,4
03/25/2023 07:28:48 AM,,2023-03-25 07:30:25,2023-03-25 07:43:55,233,75,3.566,810.0,12.77,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,1823.2602646551072,7.0,212491.9358422481,992439.5608777382,227103.7596245498,999272.1113831652,7,0.9659258262890683,-0.25881904510252063,21
07/14/2023 04:25:00 AM,07/14/2023 04:31:42 AM,2023-07-14 04:32:29,2023-07-14 04:40:26,137,262,2.88,477.0,13.38,0.0,0.0,0.0,4.13,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1472.5153006749042,15.0,209039.3538898732,990763.615736023,221974.400787808,999064.725082434,4,0.8660254037844386,0.5000000000000001,21
05/17/2023 10:24:10 PM,05/17/2023 10:28:49 PM,2023-05-17 22:29:09,2023-05-17 22:43:25,65,261,2.81,856.0,11.34,0.0,0.0,0.0,9.03,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Wednesday,1263.03150608306,2.0,192606.94834778877,988108.3766447256,197635.1737024674,980639.5117675496,22,-0.5000000000000004,0.8660254037844384,1
04/16/2023 05:03:13 AM,04/16/2023 05:07:37 AM,2023-04-16 05:09:38,2023-04-16 05:22:14,79,107,1.19,756.0,13.21,0.0,0.0,1.0,9.06,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,474.1286984043504,50.0,204368.5018753222,988147.6579909977,207721.84599820204,988669.5907152938,5,0.9659258262890683,0.25881904510252074,21
12/24/2023 09:08:22 PM,12/24/2023 09:16:21 PM,2023-12-24 21:16:34,2023-12-24 21:30:52,61,37,2.85,858.0,10.18,0.0,0.0,0.0,6.9,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,1135.5183113045366,52.0,185009.7476950033,1001091.0141538236,192491.0725491703,1005813.8376355435,21,-0.7071067811865477,0.7071067811865474,1
08/14/2023 05:57:56 PM,08/14/2023 06:01:30 PM,2023-08-14 18:02:03,2023-08-14 18:07:11,244,42,1.12,308.0,7.93,0.0,0.0,0.0,2.71,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,572.6448391513518,15.0,245939.88065875435,1000464.3110476532,237395.8715478042,1000643.632259087,18,-1.0,-1.8369701987210297e-16,25
08/12/2023 05:15:29 PM,08/12/2023 05:21:46 PM,2023-08-12 17:21:57,2023-08-12 17:35:01,229,234,2.23,784.0,12.82,0.0,0.0,0.0,5.22,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Saturday,1002.3346115890477,16.0,214975.36687718585,993906.1723071608,209001.62663046308,986894.236796348,17,-0.9659258262890683,-0.25881904510252063,9
07/28/2023 02:50:55 PM,07/28/2023 02:57:36 PM,2023-07-28 14:58:27,2023-07-28 15:07:48,223,7,0.99,561.0,5.28,0.0,0.0,0.0,3.3,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,394.4432028742074,42.0,222528.47602007707,1010448.2493393868,216719.21816867893,1006496.6791586808,14,-0.4999999999999997,-0.8660254037844388,17
03/12/2023 01:33:10 PM,03/12/2023 01:39:49 PM,2023-03-12 13:40:10,2023-03-12 13:53:05,190,181,2.13,775.0,11.85,0.0,0.0,0.0,5.66,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Sunday,957.3868711590452,45.0,180324.55048010784,992874.5690428184,183512.2660660261,989405.7462567874,13,-0.2588190451025208,-0.9659258262890683,6
03/23/2023 09:30:36 PM,,2023-03-23 21:48:29,2023-03-23 22:03:23,122,9,3.785,894.0,11.26,0.0,0.0,0.0,0.0,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Thursday,1701.2719752755806,7.0,198271.7856382352,1050471.5070567904,212969.8490136597,1043002.6774243254,21,-0.7071067811865477,0.7071067811865474,14
05/31/2023 07:05:05 AM,05/31/2023 07:08:49 AM,2023-05-31 07:09:04,2023-05-31 07:25:25,3,250,4.35,981.0,13.77,0.0,0.0,0.0,9.33,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Wednesday,2224.111652061053,20.0,254265.47865856893,1026452.6168734728,242470.43505891712,1026135.800629396,7,0.9659258262890683,-0.25881904510252063,26
08/28/2023 08:16:35 AM,08/28/2023 08:18:56 AM,2023-08-28 08:20:31,2023-08-28 08:29:43,205,130,1.95,552.0,8.26,0.0,0.0,1.0,3.97,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,776.9335814188935,13.0,191188.337269898,1049933.6363754966,195964.28511474805,1041371.2864290018,8,0.8660254037844387,-0.4999999999999998,15
03/17/2023 01:57:44 PM,03/17/2023 02:03:57 PM,2023-03-17 14:04:41,2023-03-17 14:10:58,123,123,0.99,377.0,9.36,0.0,0.0,0.0,2.43,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,394.4432028742074,3.0,157857.78764196427,994154.4642102672,157857.78764196427,994154.4642102672,14,-0.4999999999999997,-0.8660254037844388,6
10/27/2023 01:09:26 AM,10/27/2023 01:18:38 AM,2023-10-27 01:18:44,2023-10-27 01:35:06,107,36,6.52,982.0,19.92,3.47,0.0,0.0,8.98,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,3333.611027916797,6.0,207721.84599820204,988669.5907152938,194506.2645740725,1007067.3784547452,1,0.25881904510252074,0.9659258262890683,3
01/25/2023 04:53:31 AM,,2023-01-25 05:15:47,2023-01-25 05:30:00,256,79,3.518,853.0,10.68,0.0,0.0,0.0,0.0,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Wednesday,1581.2615083274748,34.0,198271.799699528,995365.8780821688,204368.5018753222,988147.6579909977,5,0.9659258262890683,0.25881904510252074,22
11/30/2023 10:46:12 PM,11/30/2023 10:54:11 PM,2023-11-30 22:56:12,2023-11-30 23:09:21,237,75,2.43,789.0,12.47,0.0,0.0,0.0,12.65,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1242.4347849444507,1.0,219305.82782555217,993769.0237137816,227103.7596245498,999272.1113831652,22,-0.5000000000000004,0.8660254037844384,4
09/02/2023 08:35:32 AM,09/02/2023 08:36:53 AM,2023-09-02 08:37:18,2023-09-02 08:45:07,225,17,1.67,469.0,7.73,0.0,0.0,0.0,3.3,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,853.8543583774618,2.0,190001.9666835319,1003139.565788068,191215.0683591191,998142.206078638,8,0.8660254037844387,-0.4999999999999998,20
02/16/2023 12:09:46 AM,,2023-02-16 00:26:16,2023-02-16 00:37:13,114,65,2.856,657.0,11.77,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,1137.9088761704409,4.0,204630.6079875288,984976.121743974,192606.94834778877,988108.3766447256,0,0.0,1.0,4
03/09/2023 11:51:26 PM,03/09/2023 11:56:07 PM,2023-03-09 23:56:47,2023-03-10 00:06:21,158,114,1.77,574.0,11.97,0.0,0.0,0.0,3.76,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,904.9833618731184,8.0,207069.85524818485,981760.163009758,204630.6079875288,984976.121743974,23,-0.25881904510252157,0.9659258262890681,4
04/25/2023 01:27:14 AM,04/25/2023 01:31:00 AM,2023-04-25 01:31:08,2023-04-25 01:43:30,140,79,1.94,742.0,13.97,0.0,0.0,0.0,6.04,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,991.9026678157342,102.0,218166.4343533099,996787.6630546568,204368.5018753222,988147.6579909977,1,0.25881904510252074,0.9659258262890683,3
10/28/2023 07:22:48 PM,10/28/2023 07:36:07 PM,2023-10-28 19:37:28,2023-10-28 19:48:11,166,239,2.13,643.0,17.79,0.0,0.0,0.0,12.16,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,1089.0477744574812,12.0,234186.3268721064,994834.7872526807,224895.87216479488,990167.498291722,19,-0.9659258262890684,0.2588190451025203,25
03/08/2023 09:19:55 PM,,2023-03-08 21:37:49,2023-03-08 21:48:48,130,216,3.033,659.0,13.07,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,1208.4305397146172,12.0,195964.28511474805,1041371.2864290018,185669.03225079025,1034328.3000648456,21,-0.7071067811865477,0.7071067811865474,14
08/31/2023 01:05:44 AM,08/31/2023 01:10:43 AM,2023-08-31 01:11:03,2023-08-31 01:26:26,234,140,3.42,923.0,13.6,0.0,0.0,0.0,9.16,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1748.6119195514489,5.0,209001.62663046308,986894.236796348,218166.4343533099,996787.6630546568,1,0.25881904510252074,0.9659258262890683,3
09/26/2023 09:01:56 AM,09/26/2023 09:04:08 AM,2023-09-26 09:04:13,2023-09-26 09:18:38,163,237,1.52,865.0,15.45,0.0,0.0,3.0,9.16,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,605.6097660290862,41.0,217776.88244811285,990463.7954353758,219305.82782555217,993769.0237137816,9,0.7071067811865476,-0.7071067811865475,19
01/25/2023 03:52:20 PM,,2023-01-25 16:03:19,2023-01-25 16:12:57,219,180,3.182,578.0,9.41,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,1267.796233884574,15.0,180616.2541370329,1049585.194577725,185450.93130147812,1026677.5797665772,16,-0.8660254037844384,-0.5000000000000004,16
12/19/2023 12:18:35 AM,12/19/2023 12:25:28 AM,2023-12-19 00:25:48,2023-12-19 00:40:06,174,136,2.53,858.0,11.32,0.0,0.0,0.0,5.9,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,1008.0215184563078,7.0,258865.7027677805,1017705.6853706642,254530.65081090236,1010274.3202539552,0,0.0,1.0,23
10/07/2023 10:48:21 PM,10/07/2023 10:53:00 PM,2023-10-07 22:54:20,2023-10-07 23:10:34,205,216,3.9,974.0,14.34,0.0,0.0,0.0,9.5,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,1553.867162837787,7.0,191188.337269898,1049933.6363754966,185669.03225079025,1034328.3000648456,22,-0.5000000000000004,0.8660254037844384,13
06/03/2023 12:38:52 AM,06/03/2023 12:42:24 AM,2023-06-03 00:42:49,2023-06-03 00:58:38,36,256,3.37,949.0,14.83,0.0,0.0,3.0,9.21,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,1723.0474178036206,4.0,194506.2645740725,1007067.3784547452,198271.799699528,995365.8780821688,0,0.0,1.0,1
09/07/2023 06:54:36 PM,09/07/2023 06:59:51 PM,2023-09-07 19:00:04,2023-09-07 19:09:07,256,37,1.41,543.0,5.23,0.0,0.0,0.0,3.48,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,720.9189492887552,2.0,198271.799699528,995365.8780821688,192491.0725491703,1005813.8376355435,19,-0.9659258262890684,0.2588190451025203,11
10/13/2023 07:44:52 AM,10/13/2023 07:50:17 AM,2023-10-13 07:51:24,2023-10-13 08:00:16,177,35,1.05,532.0,8.41,0.0,0.0,0.0,5.7,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,536.8545367043922,4.0,185807.8687629447,1008206.4863896964,181203.32110491276,1009147.2314989058,7,0.9659258262890683,-0.25881904510252063,20
03/13/2023 08:48:30 PM,,2023-03-13 20:56:24,2023-03-13 21:10:18,168,116,2.068,834.0,11.24,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,823.9480237816778,0.0,233426.31053268496,1007276.655262574,240584.4096847475,998496.7141201992,20,-0.8660254037844386,0.5000000000000001,25
06/24/2023 08:33:29 PM,06/24/2023 08:36:07 PM,2023-06-24 20:36:22,2023-06-24 20:39:41,11,22,0.81,199.0,6.78,0.0,0.0,0.0,2.7,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,414.14492831481687,7.0,159429.3168836981,982170.7832338788,162323.8287235864,985566.4176542888,20,-0.8660254037844386,0.5000000000000001,10
09/02/2023 03:57:52 AM,09/02/2023 04:01:09 AM,2023-09-02 04:02:41,2023-09-02 04:14:16,181,61,3.03,695.0,11.42,0.0,0.0,0.0,5.62,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,1207.235257281665,0.0,183512.2660660261,989405.7462567874,185009.7476950033,1001091.0141538236,4,0.8660254037844386,0.5000000000000001,3
01/16/2023 11:31:34 PM,,2023-01-16 23:46:38,2023-01-17 00:01:17,90,170,3.162,879.0,9.83,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,1259.8276843315596,4.0,209708.74184834195,985089.2186553576,211701.31597992923,990209.600058688,23,-0.25881904510252157,0.9659258262890681,4
03/28/2023 04:57:10 PM,,2023-03-28 17:06:00,2023-03-28 17:16:41,76,77,1.292,641.0,6.55,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,660.5867251638807,27.0,180096.55428265326,1018425.395770319,182139.0472945757,1013278.1286526012,17,-0.9659258262890683,-0.25881904510252063,10
01/26/2023 09:44:58 PM,,2023-01-26 22:10:35,2023-01-26 22:19:59,71,91,1.95,564.0,8.06,0.0,0.0,0.0,0.0,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Thursday,876.4809383850416,7.0,174013.8443005886,1001465.1562155226,167452.06576771155,1003654.1440255484,22,-0.5000000000000004,0.8660254037844384,1
08/24/2023 09:05:18 AM,08/24/2023 09:10:06 AM,2023-08-24 09:10:10,2023-08-24 09:21:54,71,188,2.23,704.0,9.43,0.0,0.0,0.0,4.77,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,888.4932751610935,15.0,174013.8443005886,1001465.1562155226,179279.2193722589,998832.3808813528,9,0.7071067811865476,-0.7071067811865475,7
11/30/2023 06:18:26 AM,11/30/2023 06:20:08 AM,2023-11-30 06:22:08,2023-11-30 06:32:58,140,75,2.25,650.0,8.31,0.0,0.0,0.0,5.25,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1150.402578652269,29.0,218166.4343533099,996787.6630546568,227103.7596245498,999272.1113831652,6,1.0,6.123233995736766e-17,18
01/22/2023 05:37:21 PM,,2023-01-22 18:01:14,2023-01-22 18:13:09,169,69,2.206,715.0,11.36,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,878.9310156974764,14.0,248626.50066211305,1010498.8966177456,242196.03761468016,1007764.085658132,18,-1.0,-1.8369701987210297e-16,23
09/20/2023 11:47:03 PM,09/20/2023 11:55:18 PM,2023-09-20 23:57:03,2023-09-21 00:07:28,151,41,1.66,625.0,10.1,0.0,0.0,0.0,4.11,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Wednesday,848.7414580278962,4.0,229997.644625548,993063.3768608609,232321.2905475168,997734.6452331402,23,-0.25881904510252157,0.9659258262890681,24
11/06/2023 05:09:37 PM,11/06/2023 05:11:08 PM,2023-11-06 17:11:54,2023-11-06 17:23:41,169,78,1.13,707.0,8.76,0.0,0.0,0.0,4.15,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,450.2230497453074,1.0,248626.50066211305,1010498.8966177456,247139.9702458552,1015923.6509313948,17,-0.9659258262890683,-0.25881904510252063,23
02/28/2023 07:19:29 PM,,2023-02-28 19:47:23,2023-02-28 19:58:12,164,161,1.621,649.0,10.03,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,645.8509412718083,2.0,212002.8930356689,988362.833435725,215447.5272239114,990428.525989642,19,-0.9659258262890684,0.2588190451025203,12
10/07/2023 02:39:31 AM,10/07/2023 02:42:33 AM,2023-10-07 02:43:07,2023-10-07 02:58:19,142,42,3.86,912.0,9.23,0.0,0.0,0.0,12.04,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,1973.579534932337,12.0,221132.7753491493,989365.0684741096,237395.8715478042,1000643.632259087,2,0.49999999999999994,0.8660254037844387,3
10/21/2023 12:35:42 AM,10/21/2023 12:41:59 AM,2023-10-21 00:42:07,2023-10-21 00:58:11,163,137,2.31,964.0,14.8,0.0,0.0,3.0,9.53,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,1181.0799807496628,1.0,217776.88244811285,990463.7954353758,209039.3538898732,990763.615736023,0,0.0,1.0,4
07/31/2023 11:43:15 PM,07/31/2023 11:45:57 PM,2023-07-31 23:46:16,2023-07-31 23:59:40,142,166,2.82,804.0,11.01,0.0,0.0,0.0,10.41,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,1441.8378985775105,22.0,221132.7753491493,989365.0684741096,234186.3268721064,994834.7872526807,23,-0.25881904510252157,0.9659258262890681,4
07/09/2023 12:48:11 PM,07/09/2023 12:53:33 PM,2023-07-09 12:53:35,2023-07-09 13:02:48,236,151,2.33,553.0,7.37,0.0,0.0,3.0,4.18,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,1191.305781448794,88.0,223613.7535760244,996155.3867656848,229997.644625548,993063.3768608609,12,1.2246467991473532e-16,-1.0,19
02/26/2023 01:39:25 AM,,2023-02-26 01:53:26,2023-02-26 02:04:22,36,256,2.351,656.0,10.43,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,936.70299995683,7.0,194506.2645740725,1007067.3784547452,198271.799699528,995365.8780821688,1,0.25881904510252074,0.9659258262890683,1
09/21/2023 04:43:51 AM,09/21/2023 04:55:48 AM,2023-09-21 04:57:37,2023-09-21 05:14:14,256,234,4.45,997.0,19.96,0.0,0.0,0.0,7.62,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,2275.24065555671,111.0,198271.799699528,995365.8780821688,209001.62663046308,986894.236796348,4,0.8660254037844386,0.5000000000000001,22
01/14/2023 03:28:23 AM,,2023-01-14 03:45:35,2023-01-14 04:00:09,42,224,7.403,874.0,15.6,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,3785.080128783443,4.0,237395.8715478042,1000643.632259087,205899.41753291612,990735.9403089168,3,0.7071067811865475,0.7071067811865476,27
03/10/2023 07:19:19 PM,,2023-03-10 19:28:59,2023-03-10 19:44:22,48,166,4.643,923.0,15.34,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,2373.9196323033266,0.0,216986.0700337488,987063.1857021254,234186.3268721064,994834.7872526807,19,-0.9659258262890684,0.2588190451025203,12
09/14/2023 11:27:09 PM,09/14/2023 11:34:11 PM,2023-09-14 23:34:29,2023-09-14 23:49:12,80,61,2.7,883.0,13.05,0.0,0.0,1.0,7.42,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1380.4830943827228,2.0,199911.28634464616,1001771.8842984998,185009.7476950033,1001091.0141538236,23,-0.25881904510252157,0.9659258262890681,1
07/13/2023 06:51:09 AM,07/13/2023 06:53:11 AM,2023-07-13 06:55:11,2023-07-13 07:10:41,50,161,2.27,930.0,10.68,0.0,0.0,0.0,7.77,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1160.6283793514003,55.0,218437.82028573463,985597.5343919232,215447.5272239114,990428.525989642,6,1.0,6.123233995736766e-17,21
11/23/2023 12:41:11 AM,11/23/2023 12:47:12 AM,2023-11-23 00:47:35,2023-11-23 01:02:58,170,80,6.01,923.0,12.06,3.47,0.0,0.0,8.74,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,3072.853110088949,34.0,211701.31597992923,990209.600058688,199911.28634464616,1001771.8842984998,0,0.0,1.0,4
